"accountHolderID","bankAccount","investiment","customerStability","overdraftLimit","multipleChannel","serviceLoan","bankGuarantee","contract","paymentMethod","monthlyCharges","totalCharges","churn"
"5143-EGQFK","PJ","Não","10","Sim","Somente telefone","Website","0","Semestral","Débito automático","29.65","291.4","Sim"
"4919-IKATY","PF","Sim","5","Sim","Sim","Mesa","0","Semestral","Débito automático","84.5","453.75","Sim"
"2495-TTHBQ","PJ","Não","4","Sim","Não","Não","0","Uma vez ao ano","PIX","20.4","84.75","Não"
"0485-ZBSLN","PF","Sim","65","Não","Sim","Não","0","Duas vezes ao ano","Boleto","24.75","1715.1","Não"
"3810-PJUHR","PF","Sim","70","Não","Sim","Não","0","Duas vezes ao ano","PIX","25.35","1715.15","Não"
"9050-QLROH","PF","Não","18","Sim","Sim","Mesa","0","Semestral","Boleto","90.7","1597.25","Sim"
"0847-HGRML","PF","Não","62","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","20","1250.1","Não"
"8232-CTLKO","PJ","Sim","66","Sim","Não","Website","1","Duas vezes ao ano","Débito automático","59.75","3996.8","Não"
"9227-YBAXE","PJ","Sim","65","Sim","Sim","Website","1","Duas vezes ao ano","Transferência bancária","82.5","5215.1","Não"
"6168-WFVVF","PJ","Não","3","Sim","Não","Mesa","1","Semestral","Débito automático","70.3","235.5","Sim"
"9860-LISIZ","PJ","Não","34","Não","Não","Não","0","Semestral","PIX","20.35","673.2","Não"
"0112-QAWRZ","PF","Sim","16","Sim","Sim","Mesa","0","Semestral","Transferência bancária","90.8","1442.2","Não"
"0877-SDMBN","PJ","Não","54","Sim","Sim","Mesa","1","Uma vez ao ano","Transferência bancária","103.95","5639.05","Sim"
"2786-GCDPI","PJ","Não","50","Sim","Sim","Mesa","1","Semestral","Débito automático","104.95","5222.35","Não"
"4043-MKDTV","PF","Sim","71","Sim","Não","Mesa","0","Duas vezes ao ano","Débito automático","105.25","7291.75","Não"
"8065-YKXKD","PJ","Não","10","Sim","Sim","Mesa","1","Semestral","Débito automático","74.75","799.65","Sim"
"9637-EIHEQ","PJ","Não","1","Sim","Não","Website","1","Semestral","Débito automático","50.8","50.8","Sim"
"9229-RQABD","PF","Não","18","Não","Sim","Não","0","Uma vez ao ano","PIX","23.75","424.5","Não"
"8313-KTIHG","PF","Não","4","Sim","Não","Website","0","Semestral","Débito automático","61.3","249.4","Não"
"5320-BRKGK","PJ","Sim","58","Não","Sim","Website","1","Duas vezes ao ano","PIX","75.8","4415.75","Não"
"6284-KMNUF","PJ","Sim","56","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","98","5270.6","Não"
"9689-PTNPG","PF","Não","2","Sim","Não","Mesa","0","Semestral","Débito automático","80.25","144.55","Sim"
"9465-RWMXL","PF","Sim","32","Sim","Sim","Mesa","0","Semestral","Débito automático","78.9","2447.95","Sim"
"6229-UOLQL","PF","Sim","56","Sim","Somente telefone","Website","0","Uma vez ao ano","PIX","52","2884.9","Não"
"2362-IBOOY","PF","Não","36","Sim","Sim","Mesa","0","Semestral","Débito automático","84.75","3050.15","Sim"
"3137-LUPIX","PJ","Não","4","Sim","Sim","Website","1","Semestral","PIX","64.4","253","Não"
"0843-WTBXE","PF","Não","53","Não","Sim","Mesa","0","Semestral","Transferência bancária","85.45","4517.25","Sim"
"6143-JQKEA","PF","Não","10","Sim","Não","Website","0","Semestral","Boleto","45.8","436.2","Não"
"8676-OOQEJ","PF","Não","4","Não","Somente telefone","Website","0","Semestral","Débito automático","30.5","118.4","Não"
"5515-IDEJJ","PF","Sim","1","Não","Não","Não","0","Semestral","PIX","19.9","19.9","Sim"
"9701-CDXHR","PJ","Sim","51","Não","Não","Mesa","1","Semestral","PIX","69.15","3649.6","Não"
"7450-NWRTR","PF","Não","12","Sim","Sim","Mesa","1","Semestral","Débito automático","99.45","1200.15","Sim"
"8124-NZVGJ","PJ","Não","6","Sim","Somente telefone","Website","0","Uma vez ao ano","PIX","49.25","255.6","Não"
"2162-FRZAA","PF","Sim","63","Não","Somente telefone","Website","0","Duas vezes ao ano","Transferência bancária","39.35","2395.05","Não"
"5376-DEQCP","PJ","Não","1","Sim","Não","Mesa","1","Semestral","Débito automático","70.6","70.6","Sim"
"5118-MUEYH","PJ","Sim","48","Sim","Sim","Mesa","1","Semestral","Boleto","105.1","5083.55","Não"
"9095-HFAFX","PJ","Não","5","Sim","Não","Mesa","1","Semestral","Boleto","81","389.6","Sim"
"5627-TVBPP","PJ","Não","35","Sim","Não","Não","0","Uma vez ao ano","Boleto","20.1","644.5","Não"
"2379-ENZGV","PF","Não","6","Sim","Não","Mesa","0","Semestral","Débito automático","84.85","523.5","Sim"
"3936-QQFLL","PF","Não","2","Não","Não","Não","0","Semestral","PIX","19.75","39.3","Não"
"2589-AYCRP","PJ","Não","50","Não","Não","Não","0","Uma vez ao ano","Transferência bancária","19.75","989.05","Não"
"4067-HLYQI","PJ","Não","33","Sim","Não","Mesa","1","Semestral","Transferência bancária","70.4","2406.1","Não"
"5124-EOGYE","PF","Não","31","Não","Não","Não","0","Duas vezes ao ano","PIX","20.45","638.55","Não"
"5057-RKGLH","PJ","Sim","9","Não","Não","Não","0","Duas vezes ao ano","PIX","20.35","191.1","Não"
"0292-WEGCH","PJ","Sim","54","Sim","Sim","Website","1","Semestral","Débito automático","86.2","4524.05","Não"
"8910-ICHIU","PJ","Não","46","Sim","Não","Mesa","1","Uma vez ao ano","Boleto","95.65","4664.2","Não"
"4097-YODCF","PF","Não","34","Sim","Sim","Mesa","0","Uma vez ao ano","Débito automático","103.8","3470.8","Não"
"9715-WZCLW","PF","Sim","71","Sim","Sim","Mesa","0","Duas vezes ao ano","Débito automático","97.2","6910.3","Não"
"9786-YWNHU","PJ","Sim","63","Não","Não","Website","1","Duas vezes ao ano","PIX","63.55","4014.2","Não"
"6407-GSJNL","PJ","Não","51","Não","Sim","Não","0","Duas vezes ao ano","Transferência bancária","24.95","1288","Não"
"6005-OBZPH","PJ","Não","26","Sim","Sim","Mesa","1","Semestral","Débito automático","89.15","2277.65","Sim"
"4049-ZPALD","PJ","Sim","64","Sim","Não","Mesa","1","Duas vezes ao ano","Transferência bancária","99","6375.8","Não"
"7932-WPTDS","PJ","Sim","1","Sim","Somente telefone","Website","0","Semestral","Débito automático","24.8","24.8","Sim"
"3733-UOCWF","PF","Sim","61","Sim","Sim","Mesa","1","Uma vez ao ano","Transferência bancária","85.55","5251.75","Não"
"6833-JMZYP","PJ","Não","15","Sim","Não","Mesa","1","Semestral","Boleto","94","1505.45","Não"
"2722-VOJQL","PF","Não","64","Sim","Sim","Mesa","0","Uma vez ao ano","Boleto","105.65","6903.1","Sim"
"1310-QRITU","PJ","Não","18","Sim","Sim","Website","1","Semestral","Débito automático","50.3","913.3","Não"
"8961-QDZZJ","PJ","Sim","57","Sim","Não","Mesa","1","Uma vez ao ano","Débito automático","95","5535.8","Não"
"9715-SBVSU","PF","Sim","14","Sim","Não","Website","0","Duas vezes ao ano","Transferência bancária","61.4","815.55","Não"
"8490-BXHEO","PF","Não","18","Sim","Sim","Mesa","1","Semestral","Boleto","80.55","1411.65","Não"
"7173-TETGO","PJ","Sim","72","Não","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","78.5","5602.25","Não"
"7929-SKFGK","PF","Sim","70","Não","Sim","Mesa","0","Duas vezes ao ano","Boleto","114.3","8244.3","Não"
"2300-RQGOI","PJ","Não","38","Não","Não","Não","0","Duas vezes ao ano","PIX","20.05","741.5","Não"
"3563-SVYLG","PF","Sim","68","Não","Não","Website","0","Duas vezes ao ano","Boleto","62.65","4375.8","Não"
"5228-EXCET","PF","Não","13","Sim","Não","Mesa","0","Semestral","Débito automático","80.85","1008.7","Sim"
"6435-VWCCY","PF","Sim","65","Sim","Sim","Mesa","1","Duas vezes ao ano","Boleto","92.7","5968.4","Não"
"4998-IKFSE","PJ","Não","30","Não","Sim","Mesa","1","Semestral","Débito automático","100.45","3096.9","Não"
"8630-QSGXK","PF","Sim","51","Sim","Sim","Website","0","Duas vezes ao ano","Transferência bancária","75.2","3901.25","Não"
"2455-USLMV","PJ","Não","31","Sim","Sim","Mesa","1","Semestral","Boleto","84.75","2613.4","Não"
"7394-FKDNK","PJ","Sim","9","Não","Não","Mesa","1","Semestral","Débito automático","89.45","853.1","Sim"
"9488-FVZCC","PJ","Sim","72","Sim","Sim","Website","1","Duas vezes ao ano","Transferência bancária","79.5","5661.7","Não"
"6331-LWDTQ","PF","Não","10","Sim","Sim","Website","0","Semestral","Boleto","72.15","794.25","Sim"
"5995-WWKKG","PJ","Não","37","Sim","Não","Não","0","Uma vez ao ano","Débito automático","19.8","695.05","Não"
"1597-FZREH","PJ","Não","2","Não","Não","Website","1","Semestral","Débito automático","76.4","160.8","Sim"
"7879-CGSFV","PF","Não","55","Sim","Não","Mesa","0","Uma vez ao ano","PIX","100.9","5552.05","Não"
"9921-EZKBY","PF","Não","33","Sim","Sim","Mesa","0","Semestral","Transferência bancária","95.3","3275.15","Não"
"7432-FFVAR","PJ","Sim","46","Não","Não","Mesa","1","Uma vez ao ano","Transferência bancária","90.95","4236.6","Não"
"7246-ZGQDF","PJ","Não","1","Não","Não","Website","1","Semestral","Débito automático","54.5","54.5","Não"
"7000-WCEVQ","PJ","Não","20","Sim","Sim","Website","1","Semestral","PIX","61.6","1174.35","Sim"
"0727-IWKVK","PF","Sim","9","Sim","Não","Mesa","0","Semestral","Débito automático","79.9","741.7","Sim"
"5959-BELXA","PF","Não","32","Sim","Sim","Mesa","1","Semestral","Boleto","96.15","3019.25","Sim"
"4456-RHSNB","PJ","Sim","19","Sim","Não","Website","1","Semestral","Transferência bancária","49.6","962.9","Não"
"3512-IZIKN","PJ","Sim","70","Não","Sim","Website","1","Duas vezes ao ano","Boleto","65.3","4759.75","Sim"
"2481-SBOYW","PJ","Não","61","Sim","Sim","Não","0","Duas vezes ao ano","Boleto","25","1498.35","Não"
"7109-MFBYV","PF","Não","26","Não","Não","Website","0","Semestral","Débito automático","45.45","1233.15","Não"
"1833-TCXKK","PF","Sim","45","Sim","Sim","Mesa","0","Semestral","Transferência bancária","107.75","4882.8","Não"
"1832-PEUTS","PF","Sim","62","Sim","Sim","Mesa","0","Duas vezes ao ano","Boleto","89.1","5411.65","Não"
"6141-OOXUQ","PF","Não","1","Não","Não","Não","0","Semestral","PIX","19.65","19.65","Sim"
"8660-BUETV","PJ","Não","3","Não","Não","Website","1","Semestral","PIX","44.75","148.05","Não"
"0580-PIQHM","PJ","Sim","41","Sim","Sim","Mesa","1","Uma vez ao ano","Transferência bancária","101.6","3930.55","Não"
"5696-CEIQJ","PF","Sim","67","Não","Não","Mesa","0","Duas vezes ao ano","Transferência bancária","103.15","6895.5","Não"
"7503-ZGUZJ","PF","Não","1","Sim","Sim","Mesa","0","Semestral","PIX","84.65","84.65","Sim"
"1696-HXOWK","PJ","Sim","71","Não","Sim","Mesa","1","Uma vez ao ano","PIX","95.65","6856.95","Não"
"3026-ATZYV","PJ","Sim","37","Não","Não","Website","1","Uma vez ao ano","Transferência bancária","75.1","2658.8","Não"
"4012-YCFAI","PF","Sim","60","Sim","Não","Website","0","Duas vezes ao ano","PIX","61.35","3766.2","Não"
"2506-TNFCO","PJ","Sim","1","Sim","Não","Mesa","1","Semestral","Débito automático","69.55","69.55","Sim"
"9970-QBCDA","PJ","Não","6","Não","Não","Não","0","Semestral","Boleto","19.7","129.55","Não"
"8718-PTMEZ","PJ","Não","13","Sim","Somente telefone","Website","0","Semestral","Débito automático","31.05","347.25","Sim"
"9496-IVVRP","PJ","Sim","11","Não","Não","Website","1","Semestral","Transferência bancária","51","581.7","Não"
"2207-OBZNX","PF","Não","7","Sim","Não","Website","0","Semestral","PIX","51","354.05","Sim"
"2657-VPXTA","PJ","Sim","10","Sim","Não","Mesa","1","Semestral","Débito automático","88.85","929.45","Não"
"6551-VLJMV","PF","Sim","34","Não","Não","Não","0","Duas vezes ao ano","Boleto","20.05","679","Não"
"1221-GHZEP","PJ","Não","62","Sim","Não","Website","1","Duas vezes ao ano","PIX","65.1","3846.75","Não"
"9289-LBQVU","PF","Sim","64","Sim","Sim","Website","0","Uma vez ao ano","PIX","70.15","4480.7","Não"
"6142-VSJQO","PJ","Sim","1","Sim","Não","Website","1","Semestral","Transferência bancária","44.35","44.35","Sim"
"3458-IDMFK","PF","Não","25","Sim","Não","Não","0","Duas vezes ao ano","PIX","20.75","499.4","Não"
"6933-FHBZC","PJ","Não","26","Sim","Não","Website","1","Uma vez ao ano","PIX","56.05","1553.2","Não"
"0221-NAUXK","PF","Não","10","Sim","Não","Não","0","Uma vez ao ano","Transferência bancária","19.95","219.5","Não"
"9770-KXGQU","PJ","Não","53","Não","Sim","Mesa","1","Uma vez ao ano","PIX","98.6","5311.85","Não"
"6437-UKHMV","PJ","Não","7","Sim","Não","Mesa","1","Semestral","Débito automático","79.7","586.05","Sim"
"6538-POCHL","PF","Não","33","Sim","Não","Mesa","0","Semestral","Boleto","79","2576.8","Não"
"6726-NNFWD","PJ","Sim","71","Não","Não","Mesa","1","Duas vezes ao ano","Boleto","89.45","6435.25","Não"
"3002-WQZWT","PJ","Não","29","Sim","Sim","Mesa","1","Semestral","Débito automático","74.2","1993.25","Não"
"4277-UDIEF","PF","Sim","24","Não","Sim","Website","0","Semestral","Transferência bancária","81","1923.85","Não"
"1208-NBVFH","PF","Sim","20","Sim","Não","Website","0","Semestral","Débito automático","49.6","939.8","Não"
"4912-PIGUY","PJ","Não","1","Sim","Sim","Mesa","1","Semestral","Débito automático","84.6","84.6","Não"
"1114-CENIM","PF","Não","54","Sim","Sim","Website","0","Semestral","Boleto","55","3092.65","Sim"
"6060-DRTNL","PJ","Não","5","Sim","Não","Mesa","1","Semestral","PIX","84.85","415.55","Sim"
"2725-TTRIQ","PJ","Sim","72","Sim","Sim","Website","1","Duas vezes ao ano","Transferência bancária","84.2","5986.55","Não"
"3374-TTZTK","PF","Sim","52","Sim","Não","Mesa","0","Duas vezes ao ano","Débito automático","106.3","5487","Não"
"8990-ZXLSU","PJ","Não","9","Não","Não","Mesa","1","Semestral","Débito automático","69.05","651.5","Não"
"2275-RBYQS","PJ","Não","1","Sim","Não","Website","1","Semestral","PIX","45.4","45.4","Não"
"8473-VUVJN","PF","Não","1","Sim","Sim","Mesa","1","Semestral","Débito automático","73.65","73.65","Sim"
"6289-CPNLD","PF","Sim","33","Sim","Não","Website","0","Uma vez ao ano","PIX","73.9","2405.05","Sim"
"5536-SLHPM","PJ","Sim","55","Sim","Sim","Mesa","1","Semestral","Débito automático","77.75","4458.15","Sim"
"4419-UJMUS","PF","Sim","69","Sim","Sim","Mesa","0","Duas vezes ao ano","Débito automático","99.35","6856.45","Não"
"7794-JASDG","PF","Não","1","Sim","Não","Website","0","Semestral","PIX","50.75","50.75","Não"
"7609-YBPXG","PF","Não","54","Não","Sim","Website","0","Duas vezes ao ano","Transferência bancária","87.1","4735.2","Não"
"5519-TEEUH","PF","Não","33","Sim","Não","Não","0","Uma vez ao ano","PIX","20.15","682.15","Não"
"7856-GANIL","PF","Sim","45","Sim","Sim","Mesa","1","Uma vez ao ano","Transferência bancária","98.7","4525.8","Não"
"0804-XBFBV","PJ","Não","11","Não","Somente telefone","Website","0","Semestral","Débito automático","25.2","321.05","Não"
"2676-OXPPQ","PF","Não","6","Sim","Não","Website","0","Semestral","Transferência bancária","55.7","335.65","Não"
"3703-TTEPD","PF","Não","21","Não","Não","Website","0","Semestral","Transferência bancária","65.35","1424.4","Não"
"2799-TSLAG","PJ","Sim","65","Sim","Sim","Não","0","Duas vezes ao ano","Transferência bancária","25.3","1748.55","Não"
"0196-VULGZ","PJ","Sim","6","Sim","Sim","Mesa","1","Semestral","Débito automático","84.35","474.9","Sim"
"8837-VVWLQ","PJ","Não","8","Não","Não","Mesa","1","Semestral","Débito automático","84.95","668.4","Sim"
"2696-NARTR","PF","Não","11","Sim","Não","Mesa","0","Semestral","Débito automático","73.85","926.25","Sim"
"2208-NKVVH","PF","Sim","43","Não","Sim","Não","0","Duas vezes ao ano","PIX","24.25","1077.95","Não"
"7614-QVWQL","PF","Sim","49","Sim","Somente telefone","Website","0","Uma vez ao ano","Transferência bancária","51.8","2541.25","Sim"
"1976-CFOCS","PJ","Sim","1","Não","Não","Website","1","Semestral","Débito automático","46","46","Sim"
"4631-OACRM","PF","Não","15","Sim","Não","Mesa","1","Semestral","Débito automático","79.4","1156.1","Sim"
"7139-JZFVG","PF","Sim","60","Não","Não","Website","0","Duas vezes ao ano","Transferência bancária","60.5","3694.45","Não"
"4987-GQWPO","PF","Não","17","Não","Somente telefone","Website","0","Semestral","Boleto","25.1","382.8","Não"
"3755-JBMNH","PF","Sim","16","Sim","Não","Mesa","1","Semestral","Transferência bancária","71.8","1167.8","Sim"
"1757-TCATG","PF","Sim","35","Não","Não","Não","0","Uma vez ao ano","Transferência bancária","20.05","746.75","Não"
"6345-ULYRW","PF","Sim","44","Não","Sim","Mesa","1","Uma vez ao ano","PIX","88.4","3912.9","Sim"
"4776-XSKYQ","PJ","Sim","12","Não","Somente telefone","Website","0","Uma vez ao ano","Boleto","30.25","368.85","Não"
"8048-DSDFQ","PF","Não","1","Não","Não","Não","0","Semestral","PIX","20.2","20.2","Não"
"5753-QQWPW","PJ","Não","28","Sim","Não","Website","1","Uma vez ao ano","Débito automático","59.9","1654.7","Não"
"6010-DDPPW","PF","Sim","70","Não","Sim","Não","0","Duas vezes ao ano","Transferência bancária","25.15","1940.85","Não"
"1809-DMJHQ","PJ","Não","5","Não","Não","Website","1","Semestral","PIX","46","221.7","Sim"
"6693-FRIRW","PF","Não","18","Não","Não","Mesa","0","Semestral","Boleto","101.3","1794.65","Não"
"6586-MYGKD","PF","Sim","70","Sim","Sim","Website","0","Duas vezes ao ano","Boleto","76.95","5289.8","Não"
"3173-NVMPX","PJ","Sim","9","Sim","Sim","Website","1","Semestral","PIX","55.3","501.2","Não"
"0248-PGHBZ","PJ","Não","67","Sim","Não","Mesa","1","Duas vezes ao ano","Transferência bancária","92.45","6140.85","Não"
"0623-GDISB","PJ","Não","1","Sim","Não","Website","1","Semestral","Transferência bancária","48.45","48.45","Não"
"2892-GESUL","PJ","Sim","18","Não","Não","Não","0","Duas vezes ao ano","PIX","19.35","309.25","Não"
"6923-EFPNL","PF","Não","4","Não","Sim","Website","0","Semestral","Boleto","51.75","201.1","Sim"
"7472-EQOAV","PF","Sim","71","Sim","Não","Mesa","1","Uma vez ao ano","Transferência bancária","86.7","6179.35","Não"
"9574-RKJIF","PF","Sim","30","Sim","Sim","Mesa","0","Semestral","Débito automático","94.4","2838.7","Sim"
"2043-WVTQJ","PF","Sim","1","Não","Não","Website","0","Semestral","PIX","55.7","55.7","Não"
"8034-RYTVV","PJ","Não","55","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","84.25","4589.85","Não"
"3863-QSTYI","PF","Não","59","Sim","Não","Website","0","Semestral","Débito automático","64.65","3735.45","Não"
"2619-WFQWU","PJ","Não","1","Sim","Não","Mesa","1","Semestral","PIX","70.15","70.15","Sim"
"5044-LRQAQ","PJ","Sim","7","Sim","Não","Mesa","1","Semestral","Transferência bancária","69.2","477.55","Não"
"1716-LSAMB","PF","Sim","45","Não","Não","Website","0","Duas vezes ao ano","Transferência bancária","54.65","2553.7","Não"
"1333-PBMXB","PJ","Sim","54","Sim","Sim","Não","0","Uma vez ao ano","Transferência bancária","24.75","1342.15","Não"
"6546-OPBBH","PF","Sim","51","Sim","Sim","Não","0","Uma vez ao ano","PIX","23.95","1216.35","Não"
"5985-BEHZK","PJ","Sim","72","Não","Sim","Mesa","1","Uma vez ao ano","Boleto","105","7578.05","Não"
"9127-QRZMH","PF","Sim","44","Sim","Não","Website","0","Uma vez ao ano","Transferência bancária","59.85","2603.95","Não"
"5919-VCZYM","PF","Não","2","Não","Não","Não","0","Semestral","PIX","20.05","42.7","Não"
"9644-KVCNC","PJ","Não","66","Sim","Sim","Mesa","1","Uma vez ao ano","Transferência bancária","92.15","6056.9","Não"
"2137-DQMEV","PF","Sim","68","Não","Somente telefone","Website","0","Uma vez ao ano","PIX","44.8","2983.65","Não"
"8174-LNWMW","PJ","Não","31","Não","Não","Não","0","Duas vezes ao ano","Boleto","20.9","689.35","Não"
"9279-CJEOJ","PJ","Não","21","Sim","Sim","Mesa","1","Semestral","Transferência bancária","95.4","2025.1","Não"
"7964-VEXDG","PF","Não","21","Não","Sim","Mesa","0","Semestral","Débito automático","80.35","1747.2","Não"
"2404-JIBFC","PJ","Sim","55","Sim","Sim","Website","1","Duas vezes ao ano","Transferência bancária","85.1","4657.95","Não"
"0778-NELLA","PF","Não","9","Sim","Somente telefone","Website","0","Semestral","Boleto","34.7","296.1","Sim"
"8029-XYPWT","PF","Sim","71","Sim","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","115.05","8016.6","Não"
"4614-NUVZD","PJ","Não","1","Sim","Não","Mesa","1","Semestral","Débito automático","81.1","81.1","Sim"
"4632-PAOYU","PF","Sim","22","Não","Não","Não","0","Uma vez ao ano","PIX","19.95","433.5","Não"
"3803-KMQFW","PJ","Sim","1","Não","Não","Não","0","Semestral","PIX","20.55","20.55","Sim"
"6804-GDMOI","PJ","Não","61","Sim","Sim","Mesa","1","Duas vezes ao ano","Débito automático","106.6","6428.4","Sim"
"2990-OGYTD","PJ","Sim","67","Não","Sim","Website","1","Duas vezes ao ano","Transferência bancária","86.15","5883.85","Não"
"6646-JPPHA","PJ","Não","14","Não","Não","Mesa","1","Semestral","Débito automático","78.85","1043.8","Não"
"9572-MTILT","PF","Sim","59","Sim","Sim","Mesa","0","Semestral","Débito automático","106.75","6252.9","Sim"
"7658-UYUQS","PF","Sim","21","Não","Não","Mesa","1","Semestral","Transferência bancária","86.55","1857.25","Não"
"7880-XSOJX","PF","Não","4","Não","Somente telefone","Website","0","Semestral","PIX","42.4","146.4","Não"
"9611-CTWIH","PJ","Não","3","Sim","Não","Mesa","1","Semestral","Débito automático","89.45","240.45","Sim"
"4589-IUAJB","PF","Sim","70","Não","Sim","Não","0","Duas vezes ao ano","Transferência bancária","24.25","1724.15","Não"
"0329-GTIAJ","PJ","Não","3","Sim","Não","Mesa","1","Semestral","Débito automático","97.9","315.3","Sim"
"8746-BFOAJ","PF","Não","21","Não","Não","Não","1","Uma vez ao ano","Transferência bancária","20.5","429.55","Não"
"8457-XIGKN","PF","Não","20","Sim","Não","Não","0","Semestral","Boleto","19.6","356.15","Não"
"6072-NUQCB","PF","Sim","22","Não","Não","Não","0","Uma vez ao ano","Transferência bancária","20.25","488.25","Não"
"6629-CZTTH","PF","Não","1","Sim","Não","Website","0","Semestral","PIX","55.7","55.7","Sim"
"8838-GPHZP","PJ","Não","63","Sim","Não","Não","0","Duas vezes ao ano","PIX","20.6","1298.7","Não"
"8750-QWZAJ","PJ","Sim","70","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","19.8","1378.75","Não"
"5364-EVNIB","PF","Não","13","Sim","Não","Mesa","0","Semestral","Débito automático","79.8","973.45","Sim"
"6918-UMQCG","PJ","Não","5","Não","Não","Mesa","1","Semestral","Débito automático","80.2","384.25","Não"
"0675-NCDYU","PJ","Sim","72","Sim","Sim","Mesa","1","Duas vezes ao ano","Boleto","116.4","8543.25","Não"
"6339-DKLMK","PJ","Não","13","Sim","Somente telefone","Website","0","Semestral","Débito automático","31.65","389.95","Não"
"1346-PJWTK","PF","Sim","61","Não","Não","Mesa","0","Semestral","Boleto","94.15","5731.85","Não"
"5088-QZLRL","PF","Não","1","Não","Não","Não","0","Semestral","Débito automático","20.65","20.65","Não"
"8023-QHAIO","PJ","Sim","56","Sim","Sim","Mesa","1","Semestral","Transferência bancária","76.85","4275.75","Não"
"4397-FRLTA","PJ","Não","4","Não","Não","Não","0","Semestral","PIX","20.15","84.5","Não"
"3057-VJJQE","PF","Não","35","Não","Sim","Website","0","Duas vezes ao ano","PIX","55.25","1924.1","Não"
"5087-SUURX","PJ","Sim","18","Sim","Somente telefone","Website","0","Semestral","Débito automático","39.05","669.85","Sim"
"2302-OUZXB","PF","Sim","72","Não","Sim","Website","0","Duas vezes ao ano","Transferência bancária","82.15","5784.3","Não"
"8133-ANHHJ","PJ","Não","49","Não","Sim","Mesa","1","Uma vez ao ano","Transferência bancária","103","5166.2","Não"
"2270-CHBFN","PJ","Sim","44","Sim","Sim","Mesa","1","Semestral","Boleto","95.1","4060.55","Não"
"0013-EXCHZ","PJ","Sim","3","Sim","Não","Mesa","1","Semestral","PIX","83.9","267.4","Sim"
"5982-FPVQN","PJ","Sim","37","Sim","Sim","Mesa","1","Semestral","Débito automático","95.15","3532.85","Não"
"9107-UKCKY","PF","Sim","61","Sim","Sim","Website","0","Uma vez ao ano","Débito automático","79.8","4914.8","Não"
"4654-ULTTN","PF","Sim","70","Sim","Sim","Website","0","Duas vezes ao ano","Boleto","74.8","5315.8","Não"
"5550-VFRLC","PJ","Não","1","Sim","Não","Mesa","1","Semestral","Débito automático","69.85","69.85","Sim"
"5546-BYZSM","PJ","Não","41","Não","Não","Não","0","Semestral","Débito automático","20.45","775.6","Não"
"1492-KGETH","PF","Sim","70","Não","Sim","Website","0","Uma vez ao ano","Transferência bancária","78.35","5445.95","Não"
"4929-BSTRX","PJ","Não","1","Sim","Não","Website","1","Semestral","PIX","53.55","53.55","Sim"
"4163-HFTUK","PF","Não","51","Não","Não","Não","0","Uma vez ao ano","Débito automático","19.1","1007.8","Não"
"8215-NGSPE","PJ","Sim","42","Não","Não","Não","0","Duas vezes ao ano","PIX","20","833.55","Não"
"2225-ZRGSG","PJ","Sim","70","Não","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","93.9","6579.05","Sim"
"8859-YSTWS","PF","Não","48","Não","Não","Não","0","Uma vez ao ano","Transferência bancária","19.95","1004.5","Não"
"5271-YNWVR","PF","Sim","68","Sim","Sim","Mesa","0","Duas vezes ao ano","Débito automático","113.15","7856","Sim"
"7601-DHFWZ","PJ","Não","48","Não","Sim","Não","0","Duas vezes ao ano","Boleto","24","1183.05","Não"
"2657-ALMWY","PJ","Sim","26","Não","Não","Mesa","1","Semestral","Débito automático","84.95","2169.75","Sim"
"6330-JKLPC","PF","Sim","11","Sim","Sim","Mesa","0","Semestral","Transferência bancária","80.5","896.9","Sim"
"4667-OHGKG","PF","Não","1","Sim","Não","Não","0","Semestral","PIX","19.3","19.3","Sim"
"1998-VHJHK","PJ","Não","27","Não","Não","Não","0","Uma vez ao ano","PIX","19.15","501.35","Não"
"1707-HABPF","PJ","Não","46","Sim","Não","Mesa","1","Uma vez ao ano","Transferência bancária","91.3","4126.35","Não"
"1660-HSOOQ","PF","Não","1","Sim","Não","Website","0","Semestral","PIX","49.65","49.65","Sim"
"7253-UVNDW","PJ","Não","46","Não","Não","Website","1","Duas vezes ao ano","Boleto","54.35","2460.15","Sim"
"0487-VVUVK","PF","Sim","25","Sim","Não","Não","0","Semestral","PIX","19.15","477.6","Não"
"7228-OMTPN","PF","Não","4","Sim","Não","Mesa","0","Semestral","Débito automático","88.45","370.65","Sim"
"5063-IUOKK","PF","Não","13","Não","Não","Não","0","Duas vezes ao ano","PIX","19.75","265.75","Não"
"4508-OEBEY","PF","Sim","31","Sim","Não","Website","0","Uma vez ao ano","Boleto","75.5","2424.45","Não"
"0027-KWYKW","PJ","Sim","23","Sim","Sim","Mesa","1","Semestral","Débito automático","83.75","1849.95","Não"
"2308-STERM","PJ","Não","2","Não","Não","Não","0","Semestral","PIX","19.4","61.05","Não"
"5982-XMDEX","PJ","Não","65","Não","Sim","Não","0","Duas vezes ao ano","Transferência bancária","26.5","1698.55","Não"
